Elements,Overhead (x)
8,1.0004914227615695
16,0.9948703360114456
32,1.0049343358610712
64,1.0061213205639055
128,0.9947341204910242
256,1.0032549156436754
512,1.0009811549073055
1024,0.998783325908615
