Elements,Overhead (x)
8,0.9995821471238155
16,0.7104160446245212
32,1.0074629205106056
64,1.0017836045056956
128,1.0002555960614097
256,1.0010825312276381
512,0.999666770522925
1024,1.0019470698810375
