Elements,Overhead (x)
8,1.0087476497942418
16,0.9720979582667687
32,1.05534627926239
64,1.0222270202022945
128,0.9677229949054161
256,1.0000771467710956
512,1.0016353923514154
1024,1.0014482481590556
